medianpatchsets,labels,meanpatchsets
1.0,13-Q4,1.94
2.0,14-Q1,2.78
2.0,14-Q2,3.53
2.0,14-Q3,4.38
2.0,14-Q4,3.51
2.0,15-Q1,3.2
2.0,15-Q2,3.66
2.0,15-Q3,4.17
