medianpatchsets,labels,meanpatchsets
3.0,13-Q4,7.02
2.0,14-Q1,6.36
3.0,14-Q2,4.53
3.0,14-Q3,4.68
3.0,14-Q4,4.52
2.0,15-Q1,4.81
2.0,15-Q2,4.66
2.0,15-Q3,4.5
