bmi,labels,abandoned,merged
0.83,13-Q4,1929,7915
0.85,14-Q1,2825,10636
0.78,14-Q2,1808,8419
0.78,14-Q3,1862,9613
0.75,14-Q4,1472,7488
0.81,15-Q1,1933,11297
0.79,15-Q2,2061,11794
0.81,15-Q3,2610,13725
