meantime,labels,mediantime
9.96,13-Q4,0.56
10.64,14-Q1,0.72
8.68,14-Q2,0.9
13.4,14-Q3,2.11
20.55,14-Q4,4.99
14.37,15-Q1,2.69
12.23,15-Q2,1.21
11.29,15-Q3,0.47
