meantime,labels,mediantime
nan,13-Q4,nan
1.75,14-Q1,0.79
3.95,14-Q2,1.96
7.91,14-Q3,5.06
10.69,14-Q4,3.07
9.71,15-Q1,2.13
36.09,15-Q2,36.09
12.06,15-Q3,8.81
