company_commits,name
62,HP
45,NEC
44,OpenStack Foundation
25,Rackspace
11,Individual
2,Symantec Corporation
1,99cloud
1,Fujitsu
1,IBM
1,NTT
1,Red Hat
1,SUSE
1,Time Warner Cable, Inc.
