bmi,labels,abandoned,merged
0.83,13-Q4,238,532
0.83,14-Q1,285,849
0.73,14-Q2,179,510
0.69,14-Q3,140,538
0.76,14-Q4,128,487
0.79,15-Q1,152,626
0.7,15-Q2,115,441
0.75,15-Q3,125,592
