meantime,labels,mediantime
nan,13-Q4,nan
nan,14-Q1,nan
nan,14-Q2,nan
nan,14-Q3,nan
3.78,14-Q4,1.75
6.2,15-Q1,3.23
7.35,15-Q2,4.04
10.61,15-Q3,5.69
