company_commits,name
259,Mirantis
38,99cloud
20,Intel
12,Huawei
11,HP
8,Individual
7,OpenStack Foundation
4,Alcatel-Lucent
4,KylinCloud
4,Ubuntu Kylin
3,CIeNET Technologies
