meantime,labels,mediantime
0.47,13-Q4,0.07
2.01,14-Q1,0.32
2.92,14-Q2,0.22
8.69,14-Q3,0.32
6.68,14-Q4,0.2
14.17,15-Q1,0.33
13.78,15-Q2,0.73
12.09,15-Q3,0.51
