meantime,labels,mediantime
5.43,13-Q4,1.86
6.64,14-Q1,2.35
5.62,14-Q2,1.61
13.83,14-Q3,6.74
18.38,14-Q4,8.52
14.49,15-Q1,4.14
16.28,15-Q2,1.94
14.14,15-Q3,4.77
