meantime,labels,mediantime
5.17,13-Q4,0.02
2.84,14-Q1,0.09
3.99,14-Q2,0.15
9.46,14-Q3,0.35
7.46,14-Q4,0.71
6.17,15-Q1,0.51
8.58,15-Q2,0.79
7.47,15-Q3,0.62
