bmi,labels,abandoned,merged
0.8,13-Q4,96,297
0.81,14-Q1,154,306
0.66,14-Q2,60,165
0.76,14-Q3,112,296
0.76,14-Q4,75,296
0.64,15-Q1,65,344
0.69,15-Q2,94,356
0.76,15-Q3,95,440
