medianpatchsets,labels,meanpatchsets
1.0,13-Q4,1.86
1.0,14-Q1,1.95
1.0,14-Q2,2.01
1.0,14-Q3,1.8
1.0,14-Q4,1.7
1.0,15-Q1,2.04
1.0,15-Q2,2.78
2.0,15-Q3,1.93
