medianpatchsets,labels,meanpatchsets
3.0,13-Q4,4.45
3.0,14-Q1,4.46
4.0,14-Q2,6.56
4.0,14-Q3,7.17
4.0,14-Q4,8.7
4.0,15-Q1,8.74
4.0,15-Q2,8.4
3.0,15-Q3,7.24
