meantime,labels,mediantime
nan,13-Q4,nan
nan,14-Q1,nan
nan,14-Q2,nan
nan,14-Q3,nan
nan,14-Q4,nan
nan,15-Q1,nan
nan,15-Q2,nan
9.57,15-Q3,6.89
