meantime,labels,mediantime
0.0,13-Q4,0.0
0.0,14-Q1,0.0
8.81,14-Q2,4.86
13.36,14-Q3,0.95
10.22,14-Q4,0.77
14.72,15-Q1,1.0
25.6,15-Q2,4.7
11.91,15-Q3,1.95
