medianpatchsets,labels,meanpatchsets
2.0,13-Q4,4.12
3.0,14-Q1,4.55
3.0,14-Q2,6.03
3.0,14-Q3,5.71
2.0,14-Q4,4.45
2.0,15-Q1,4.92
2.0,15-Q2,4.59
2.0,15-Q3,3.91
