medianpatchsets,labels,meanpatchsets
2.0,13-Q4,4.58
3.0,14-Q1,4.87
3.0,14-Q2,5.11
3.0,14-Q3,4.76
3.0,14-Q4,4.24
2.0,15-Q1,4.17
2.0,15-Q2,3.46
2.0,15-Q3,3.48
