medianpatchsets,labels,meanpatchsets
3.0,13-Q4,3.86
2.0,14-Q1,3.4
2.0,14-Q2,2.63
2.0,14-Q3,3.78
2.0,14-Q4,2.95
3.0,15-Q1,3.65
2.0,15-Q2,2.92
2.0,15-Q3,3.43
