meantime,labels,mediantime
8.65,13-Q4,0.99
12.89,14-Q1,1.92
12.95,14-Q2,1.53
10.96,14-Q3,1.06
15.47,14-Q4,1.05
13.95,15-Q1,1.71
17.72,15-Q2,2.25
23.41,15-Q3,3.76
