meantime,labels,mediantime
2.53,13-Q4,0.63
5.86,14-Q1,2.98
16.65,14-Q2,11.73
18.78,14-Q3,9.05
17.86,14-Q4,5.86
18.97,15-Q1,8.26
15.97,15-Q2,8.08
19.57,15-Q3,9.37
