meantime,labels,mediantime
8.86,13-Q4,2.18
13.81,14-Q1,6.1
13.37,14-Q2,6.35
19.29,14-Q3,7.32
15.24,14-Q4,3.81
13.61,15-Q1,4.07
16.97,15-Q2,4.01
8.68,15-Q3,2.32
