bmi,labels,abandoned,merged
0.78,13-Q4,89,339
0.84,14-Q1,151,495
0.8,14-Q2,94,468
0.75,14-Q3,126,490
0.82,14-Q4,82,445
0.83,15-Q1,109,573
0.83,15-Q2,90,666
0.87,15-Q3,91,525
