commits,authors
60,OpenStack Proposal Bot
52,Brant Knudson
35,Jamie Lennox
20,David Stanek
14,Monty Taylor
10,Eric Brown
10,Steve Martinelli
9,Dolph Mathews
9,Lance Bragstad
9,Marek Denis
