bmi,labels,abandoned,merged
0.93,13-Q4,28,298
0.94,14-Q1,70,413
0.96,14-Q2,20,242
0.89,14-Q3,12,282
0.88,14-Q4,23,225
0.84,15-Q1,17,283
0.78,15-Q2,32,235
0.9,15-Q3,50,305
