meantime,labels,mediantime
15.26,13-Q4,1.24
12.73,14-Q1,0.85
13.99,14-Q2,0.95
18.32,14-Q3,1.02
23.41,14-Q4,2.34
20.34,15-Q1,1.21
17.84,15-Q2,1.01
23.67,15-Q3,1.43
