meantime,labels,mediantime
11.7,13-Q4,3.77
15.07,14-Q1,4.74
14.9,14-Q2,3.63
13.55,14-Q3,3.24
16.67,14-Q4,4.85
15.5,15-Q1,4.63
18.19,15-Q2,5.57
19.08,15-Q3,5.49
