company_commits,name
35,Tesora, Inc.
18,OpenStack Foundation
11,HP
10,Rackspace
4,Red Hat
3,GlobalLogic
2,Mirantis
1,99cloud
1,Centrin
1,eBay
1,Fujitsu
1,Huawei
1,IBM
1,NTT
1,Thales
1,UnitedStack
