medianpatchsets,labels,meanpatchsets
3.0,13-Q4,4.66
3.0,14-Q1,4.55
2.0,14-Q2,3.33
3.0,14-Q3,4.58
2.0,14-Q4,2.94
2.0,15-Q1,3.02
2.0,15-Q2,3.75
2.0,15-Q3,3.45
