meantime,labels,mediantime
0.0,13-Q4,0.0
6.0,14-Q1,2.97
23.03,14-Q2,4.09
31.9,14-Q3,22.17
29.43,14-Q4,13.88
31.05,15-Q1,20.48
28.84,15-Q2,8.93
24.06,15-Q3,13.8
