medianpatchsets,labels,meanpatchsets
2.0,13-Q4,5.24
3.0,14-Q1,6.0
2.0,14-Q2,5.73
3.0,14-Q3,6.61
3.0,14-Q4,6.2
3.0,15-Q1,5.68
2.0,15-Q2,4.8
2.0,15-Q3,4.38
