commits,authors
89,James Slagle
46,Dougal Matthews
38,Dan Prince
30,Brad P. Crochet
23,Ben Nemec
21,Jan Provaznik
20,Derek Higgins
19,Giulio Fidente
17,Dmitry Tantsur
17,Lennart Regebro
