meantime,labels,mediantime
4.68,13-Q4,1.7
4.93,14-Q1,1.12
11.24,14-Q2,3.06
9.09,14-Q3,2.56
10.38,14-Q4,1.4
11.45,15-Q1,2.09
14.41,15-Q2,3.56
21.08,15-Q3,3.2
