medianpatchsets,labels,meanpatchsets
2.0,13-Q4,3.5
3.0,14-Q1,4.43
3.0,14-Q2,5.93
3.0,14-Q3,6.4
3.0,14-Q4,4.78
3.0,15-Q1,4.76
2.0,15-Q2,4.38
2.0,15-Q3,3.88
