medianpatchsets,labels,meanpatchsets
2.0,13-Q4,3.51
2.5,14-Q1,4.39
3.0,14-Q2,5.79
3.0,14-Q3,6.03
3.0,14-Q4,6.15
3.0,15-Q1,6.71
3.0,15-Q2,6.55
3.0,15-Q3,6.14
