medianpatchsets,labels,meanpatchsets
2.0,13-Q4,2.48
1.0,14-Q1,2.46
2.0,14-Q2,2.45
2.0,14-Q3,3.12
2.0,14-Q4,3.22
2.0,15-Q1,2.91
1.0,15-Q2,3.4
2.0,15-Q3,3.79
