medianpatchsets,labels,meanpatchsets
2.0,13-Q4,3.95
2.0,14-Q1,4.17
2.0,14-Q2,4.44
2.0,14-Q3,4.71
2.0,14-Q4,4.67
2.0,15-Q1,4.68
2.0,15-Q2,4.32
2.0,15-Q3,3.99
