meantime,labels,mediantime
17.77,13-Q4,1.34
10.63,14-Q1,0.82
11.78,14-Q2,4.46
17.77,14-Q3,4.44
12.04,14-Q4,2.1
21.66,15-Q1,0.85
22.36,15-Q2,1.93
28.16,15-Q3,4.0
