medianpatchsets,labels,meanpatchsets
2.0,13-Q4,3.94
2.0,14-Q1,4.18
2.0,14-Q2,4.7
2.0,14-Q3,4.93
3.0,14-Q4,5.46
3.0,15-Q1,5.88
3.0,15-Q2,5.82
3.0,15-Q3,5.83
