medianpatchsets,labels,meanpatchsets
1.0,13-Q4,2.85
2.0,14-Q1,3.21
2.0,14-Q2,2.57
2.0,14-Q3,3.15
2.0,14-Q4,3.29
2.0,15-Q1,4.52
2.0,15-Q2,4.48
2.0,15-Q3,3.85
