bmi,labels,abandoned,merged
0.72,13-Q4,112,212
0.85,14-Q1,147,493
0.71,14-Q2,66,244
0.8,14-Q3,96,431
0.58,14-Q4,66,225
0.73,15-Q1,81,392
0.72,15-Q2,89,339
0.7,15-Q3,81,359
