meantime,labels,mediantime
8.65,13-Q4,1.03
8.45,14-Q1,1.46
12.55,14-Q2,2.89
9.3,14-Q3,1.95
21.56,14-Q4,5.57
25.91,15-Q1,8.14
31.84,15-Q2,6.17
19.02,15-Q3,5.2
