medianpatchsets,labels,meanpatchsets
1.0,13-Q4,2.47
2.0,14-Q1,2.6
2.0,14-Q2,2.93
2.0,14-Q3,3.22
2.0,14-Q4,3.17
2.0,15-Q1,3.16
2.0,15-Q2,3.13
2.0,15-Q3,2.85
