meantime,labels,mediantime
8.45,13-Q4,1.28
5.58,14-Q1,0.9
9.08,14-Q2,1.06
13.72,14-Q3,3.82
15.33,14-Q4,5.94
13.99,15-Q1,2.18
12.71,15-Q2,1.98
15.24,15-Q3,3.65
