medianpatchsets,labels,meanpatchsets
3.0,13-Q4,5.96
3.0,14-Q1,5.18
3.0,14-Q2,5.62
2.0,14-Q3,6.01
3.0,14-Q4,6.39
3.0,15-Q1,6.63
2.0,15-Q2,5.32
2.0,15-Q3,3.67
