company_commits,name
539,HP
279,Red Hat
183,IBM
153,Google, Inc.
147,Sony Mobile
130,OpenStack Foundation
88,SAP
86,ScummVM
81,Mirantis
75,GNU
74,PolyBeacon, Inc.
