meantime,labels,mediantime
9.33,13-Q4,1.41
10.6,14-Q1,2.45
11.32,14-Q2,2.23
10.76,14-Q3,1.8
9.91,14-Q4,1.15
10.21,15-Q1,1.45
14.74,15-Q2,1.96
12.27,15-Q3,1.03
