meantime,labels,mediantime
17.51,13-Q4,1.99
11.38,14-Q1,0.9
13.78,14-Q2,1.47
14.16,14-Q3,0.96
21.22,14-Q4,1.84
12.31,15-Q1,1.05
20.05,15-Q2,3.05
24.49,15-Q3,3.13
