meantime,labels,mediantime
nan,13-Q4,nan
1.27,14-Q1,0.42
7.73,14-Q2,1.31
14.84,14-Q3,6.03
29.37,14-Q4,20.11
10.4,15-Q1,3.64
8.35,15-Q2,5.81
9.22,15-Q3,4.06
