meantime,labels,mediantime
4.12,13-Q4,2.31
6.79,14-Q1,3.28
2.77,14-Q2,1.17
13.02,14-Q3,6.49
8.61,14-Q4,2.37
9.33,15-Q1,1.69
6.53,15-Q2,1.82
10.06,15-Q3,6.52
