bmi,labels,abandoned,merged
0.81,13-Q4,72,235
0.68,14-Q1,89,225
0.61,14-Q2,46,168
0.67,14-Q3,66,370
0.56,14-Q4,37,212
0.69,15-Q1,78,386
0.7,15-Q2,87,323
0.71,15-Q3,114,397
