medianpatchsets,labels,meanpatchsets
3.0,13-Q4,5.09
3.0,14-Q1,4.91
3.0,14-Q2,5.46
3.0,14-Q3,5.34
3.0,14-Q4,5.74
3.0,15-Q1,6.34
2.0,15-Q2,5.19
2.0,15-Q3,4.85
