commits,labels,submitted
900,13-Q4,555
1312,14-Q1,769
1678,14-Q2,795
1880,14-Q3,1049
1581,14-Q4,899
1560,15-Q1,1861
1490,15-Q2,1923
1603,15-Q3,2565
