meantime,labels,mediantime
5.44,14-Q1,3.94
2.54,14-Q2,0.89
3.53,14-Q3,1.8
3.43,14-Q4,1.16
3.55,15-Q1,2.32
4.75,15-Q2,0.91
5.16,15-Q3,2.0
3.67,15-Q4,1.6
