meantime,labels,mediantime
15.88,14-Q1,4.24
9.99,14-Q2,2.67
9.84,14-Q3,2.28
12.33,14-Q4,3.63
20.45,15-Q1,6.17
14.77,15-Q2,2.63
12.31,15-Q3,1.07
12.8,15-Q4,1.71
