medianpatchsets,labels,meanpatchsets
3.0,14-Q1,6.16
3.0,14-Q2,7.09
4.0,14-Q3,7.23
4.0,14-Q4,7.1
4.0,15-Q1,6.69
2.0,15-Q2,4.5
2.0,15-Q3,5.13
3.0,15-Q4,4.53
