medianpatchsets,labels,meanpatchsets
2.0,14-Q1,3.7
2.0,14-Q2,3.45
2.0,14-Q3,4.03
2.0,14-Q4,4.64
3.0,15-Q1,4.91
2.0,15-Q2,3.99
2.0,15-Q3,4.44
2.0,15-Q4,4.99
