meantime,labels,mediantime
8.56,14-Q1,3.92
18.71,14-Q2,9.63
8.34,14-Q3,3.46
14.14,14-Q4,2.31
12.5,15-Q1,3.08
11.48,15-Q2,1.24
10.21,15-Q3,1.38
9.54,15-Q4,3.1
