bmi,labels,abandoned,merged
0.84,14-Q1,152,514
0.8,14-Q2,94,471
0.75,14-Q3,129,503
0.83,14-Q4,83,455
0.83,15-Q1,113,581
0.83,15-Q2,90,667
0.87,15-Q3,92,536
0.84,15-Q4,87,541
