medianpatchsets,labels,meanpatchsets
nan,14-Q1,nan
1.0,14-Q2,1.86
1.0,14-Q3,1.84
2.0,14-Q4,2.39
2.5,15-Q1,4.19
2.0,15-Q2,2.34
2.0,15-Q3,2.76
1.0,15-Q4,2.17
