bmi,labels,abandoned,merged
0.84,14-Q1,146,493
0.71,14-Q2,66,244
0.8,14-Q3,96,431
0.58,14-Q4,66,225
0.73,15-Q1,81,392
0.72,15-Q2,89,339
0.72,15-Q3,91,370
0.67,15-Q4,71,304
