medianpatchsets,labels,meanpatchsets
nan,14-Q1,nan
1.0,14-Q2,1.8
1.0,14-Q3,2.13
1.0,14-Q4,2.25
1.0,15-Q1,2.18
1.0,15-Q2,2.15
1.0,15-Q3,2.13
1.0,15-Q4,1.99
