medianpatchsets,labels,meanpatchsets
1.0,14-Q1,2.33
1.0,14-Q2,2.17
1.0,14-Q3,2.14
1.0,14-Q4,2.03
1.0,15-Q1,2.7
1.0,15-Q2,2.59
1.0,15-Q3,2.5
1.0,15-Q4,2.56
